,image_link,product_name,sold,currency,price
44,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,New Moccasins Women Flats Cut Out Autumn Woman Loafers Genuine Leather Female Shoes Slip On Ballet Bowtie Women's Shoes Big Size,51,USD,10.5
45,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,New Fashion Men Pointed Rivet Embroidery Rhinestone Casual Oxford Shoes Wedding Groom Driving Homecoming Business Footwear,25,USD,28.27
46,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,Fashionable Ladies Thick-soled Fitflop Sandals Stylish Slip-on Slides For Women Perfect For The Beach Or Outdoor Wear,20,USD,37.79
47,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,QYCKABY Plush Shoes For Women Mules Indoor Outside Winter Home Warm Fluffy Anti-skid Boots Fur Cotton Shoe Men Outdoors Sneakers,4000+,USD,9.84
48,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,Casual Lift Sneakers Men Elevator Shoes Height Increase Insole 6cm White Black Taller Shoes Men Fashion Sports Plus Size 37-46,58,USD,26.99
49,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,Patent Leather Loafers Men Casual Shoes For Gentleman Loafer Formal Shoes Instappers Heren Big Size 47 48,9,USD,28.8
50,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,Customized Summer Orthopedic Sandals Women Slippers Home Shoes Casual Female Slides Flip Flop,289,USD,8.61
51,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,New Luxury Designer Fashion Pointed Black Blue Red Velvet Shoes Men Casual Loafers Formal Dress Footwear Sapatos Tenis Masculino,21,USD,11.83
52,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,New Women's Luxury Brand Round Toe Flat Bottom Sandals Summer Hollow Short Boots Water Diamond Sexy Flat Bottom Shoes for Women,700+,USD,12.15
53,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,Mens Sandals Summer Printing New Large Size Men's Clogs Lightweight Beach Slippers Breathable Men's Sneaker Sandals Garden Clogs,37,USD,10.84
54,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,Women' Sandals New Korean Fish-mouth Sandals Metal Decorative Transparent Women's Shoes Large Zapatos Para Mujer,"1,000+",USD,5.24
55,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,GMQM Brand Luxury New Knee High Women's Boots Shark Lock Metalic Genuine Leather Long Thick Soled High-heeled Designer Shoes,60,USD,67.65
56,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,2024 Men's Shoes Quality Lycra+ Cow Leather Shoes Brand 5CM Increasing British Shoes New Summer Black Man Casual Height Shoes,107,USD,24.96
57,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,YRZL Casual Shoes Men Summer Half Shoes Slippers Slides Slip on Shoes Men Mesh Breathable Soft Comfortable Slippers for Men,220,USD,15.99
58,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,Summer Mesh Shoes Men Sneakers Breathable Light Men's Casual Shoes Lace-Up Walking Footwear Tenis Masculino Zapatillas Hombre,449,USD,8.29
59,https://ae01.alicdn.com/kf/S9b85a05a759e4e04bb44b5fa26fbd637g/10x10.png,2021 Top Quality Genuine Leather Platform buffalo Shoes Women Casual Sneakers Round Toe Brand Luxury Dad shoes ST487 ST488,216,USD,63.98
